Num Not	FRBNF	ARK	ISBN	EAN	Titre	Auteur	Date	Volume-Tome	Editeur
  FRBNF422401610000009			978-2-7574-0162-0		La santé des populations civiles et militaires nouvelles approches et nouvelles sources hospitalières  XVIIe-XVIIIe siècles	nonnis-vigilante belmas elisabeth serenella	2010		Presses universitaires du Septentrion
  ARC00007024					La science et la religion La moralité de la doctrine évolutive  Le catholicisme aux Etats-Unis  Le mensonge du pacifisme  Les bases de la croyance  Pour les humanités classiques	ferdinand brunetiere	1916		Librairie Académique Perrin et Cie
  ARC00007026					La science et la religion réponse à quelques objections	ferdinand brunetiere	1895		Firmin-Didot et Cie
  FRBNF351689040000001					La Seconde guerre mondiale 1939-1945	roger cere	1970		Presses universitaires de France
  ARC00006446					La Seigneurie de Kercabus 600 ans d' Histoire	beunon josselin	2019		
  ARC00006770					La séparation des lépreux et leur condition notamment en Bretagne La lèpre à l'époque actuelle	trevedy julien	1904		Imprimerie René Prud'homme
  ARC00006414			978-2-919339-53-2		La Sèvre Nantaise de la Loire à la source	raimbaud fabienne	2018		Coiffard Edition
  ARC00006352			0419-5361		La société française de 1945 à nos jours	raflik bantigny vigreux ludivine jenny jean	2015		La Documentation française
  ARC00006353			0419-5361		La société française de 1945 à nos jours Sortie de guerre  entrées en guerre	et modernisation reconstruction	2015		La Documentation française
  ARC00006365			978-2-908327-96-0		La surveillance révolutionnaire dans l' Ouest en guerre	dominique jollet rothiot jean-paul pingue daniele dir anne godineau	2017		Société des Etudes Robespierristes
  ARC00006429			978-2-271-09027-0		La survie des juifs en France 1940-1944	semelin jacques	2013		CNRS éditions
  ARC00006743					La Touche en La Limouzinière  Loire-Atlantique   un logis-porche	scheffer michael marie-eve idris meirion-jones jones gwyn	2019		
  ARC00006930					La traite des Noirs  le devoir de mémoire et le devoir d'histoire   quelle place pour l'enseignement   L'exemple de La Réunion	gilles gauvin	2018		
  ARC00006396			979-10-353-0140-8		La Turballe	alain gallice lancien boutruche gildas buron jean-pierre josick	2018		Geste éditions
  DOB00002353					La typographie	valotaire marcel	1930		
  ARC00007107					La Vendée de la mémoire 1800-2018	jean-clement martin	2019		Editions du Seuil Perrin
  ARC00006411			978-2-343-15232-5		La vie en Haute Bretagne Hier  aujourd'hui et demain	beuchee laurent	2018		Harmattan
  ARC00006695					La vie quotidienne avant  pendant  et après la guerre de 1939-1945	de larousse charles olivier marchocki christiane jean nicole chaille	2017		
  ARC00006748					La villa Chupin à Saint-Brevin l'Océan	veronique mathot	2019		
  DOB00002260			9782354040383		La ville antique de Famars  exposition  Valenciennes  Musée des beaux-arts  12 avril-16 septembre 2013 	raphael musee des clotuche beaux-arts	2013		Service archéologique de Valenciennes
  ARC00006744					L'abbatiale de Saint-Philbert-de-Grandlieu	christian heber-suffrin francois daniel sapin prigent	2019		
  ARC00006642					L'abbé Mercier  historien de la commune		2019		
  ARC00006872					L'administration de la vicomté de Limoges sous gestion bretonne  1275-1375 	remy christian	2019		
  ARC00006920					L'ADN un outil généalogique	jovanovic-floricourt nathalie	2019		Archives   Culture
  ARC00006986					L'affaire Lurs  4 août 1952	de departementales - haute provence labadie alpes jean-christophe archives	2019		Conseil départemental des Alpes-de-Haute-Provence
  ARC00006933					L'amiral du Chaffault	secher reynald alain gaillard	2019		La Chouette de Vendée
  ARC00006805					L'ancienne église Saint-Pierre de Rezé	kervarec michel	2019		
  ARC00007126	frbnf42072294000000x		978-2-7324-3993-8		Lanterne magique et film peint 400 ans de cinéma NEW REP e  exposition  Paris  la Cinémathèque française  14 octobre 2009-28 mars 2010  Turin  la Venaria reale  12 octobre 2010-9 janvier 2011 	donata pesenti museo del nazionale cinematheque campagnoni laurent cinema mannoni francaise	2009		la Cinémathèque française NEW REP c La Martinière
  ARC00006816					L'architecture du vide 30e anniversaire de l'inauguration de l'hÎtel de ville	cochais jean-yves	2019		
  DOB00002270			9788836637478		L'Armée de Rome la puissance et la gloire  exposition  15 décembre 2018 - 22 avril 2019  Musée départemental Arles antique 	departemental antique musee arles	2018		Silvana
  ARC00006973					L'Armorial général en pays de Guérande 1696-1700 - Deuxième partie	loup	2019		
  ARC00006442					L'Armorial général en pays de Guérande 1696-1700 - Première partie	loup	2019		
  ARC00006567					L'art d'écrire enseigné en vingt leçons	albalat antoine	1913		Armand Colin
  DOB00002288					L'Art du symbole les motifs ornant les céramiques chinoises recèlent une symbolique cachée qui a longtemps échappé aux occidentaux Estelle Niklès Van Osselt  sinologue et conservatrice à la fondation Baur de Genève  lève le voile de mystère	van aznaour anna estelle nikles osselt	2018		
  ARC00006874					L'art gothique entre Bretagne et Limousin  Pistes de recherches autour des expressions régionales du gothique flamboyant à la fin du Moyen Ege	michele boccard	2019		
  ARC00006468					L'art poétique de Boileau commenté par Boileau et par ses Contemporains	delaporte victor	1888		Société Saint-Augustin  Desclée  de Brouwer et cie
  ARC00006467					L'art poétique de Boileau commenté par Boileau et par ses Contemporains	delaporte victor	1888		Société Saint-Augustin  Desclée  de Brouwer et cie
  ARC00006466					L'art poétique de Boileau commenté par Boileau et par ses Contemporains	delaporte victor	1888		Société Saint-Augustin  Desclée  de Brouwer et cie
  DOB00002346			978-2-7084-1027-5		L'artiste et l'antiquaire l'étude de l'antique et son imaginaire à l'époque moderne	d'emmanuel direction et delphine burlot lurin morana sous la	2017		Institut national d'histoire de l'art A  et J  Picard
  ARC00007063					L'Atelier de l'architecte Georges Lafont  1847-1924  et du peintre Alexis de Broca  1868-1948    un lieu d'art et de tolérance à Nantes	frederic crehalet	2019		
  ARC00007081					Le bistrot des boulistes	guibert joel	2019		
  ARC00007103					Le bretonisme  Les historiens bretons au XIXe siècle	denis guiomar michel jean-yves guigon philippe	2019		Presses universitaires de Rennes
  ARC00006384					Le camp d'internement de Guérande 1914-1919	de guerande ville			Ville de Guérande
  ARC00006839					Le canton de Rougé				
  ARC00006478					Le Carton à Chapeau  Lettres et carnet du Front de 1914-1919	claudine stalmarski	2019		Copy Service System
  ARC00006610			978-2-240-05014-4		Le centenaire à l'école un laboratoire pédagogique	alexandre lafon blanquer jean-michel	2019		14-18 Mission Centenaire
  ARC00006672					Le chantier naval  Sylvain Bonniol  photographe	david liaudet	2019		
  ARC00006734					Le château  le castrum et la ria de Pornic  XIIIème-XVème siècle  approche archéologique 	jocelyn martineau	2019		
  ARC00007054					Le château de Derval   état des connaissances et premiers apports de l'archéologie à l'étude du site castral	lemee malo	2019		
  ARC00006329			978-2-371-1-331808		Le Cheval Mallet Une légende de Saint-Lumine-de-Coutais	cheval fanny	2018		Beluga Coop Breizh
  ARC00006652					Le commerce métropolitain vu de Saint-Domingue   une lente montée en puissance  1665-1700 	philippe hrodej	2019		
  ARC00006535					Le comte de Valmont  ou les égaremens de la raison Nouvelle éd  ornée de trois gravures	philippe-louis gerard	1832		Chez Montarsolo et Compagnie
  ARC00006901					Le conseil général de Loire-Atlantique 1998	loire-atlantique conseil general	1998		Conseil Général de Loire-Atlantique
  ARC00006951					Le Corbusier 5x unité d'habitation Marseille Berlin Rezé Briey-en-Forêt Firminy	arthur zalewski	2019		Spector Books
  ARC00007109					Le costume breton au début du XIXe siècle le recueil de Charpentier - 1829-1832	delouche guesdon denise yann	2019		Skol Vreizh
  ARC00006948					Le Couvent des Cordeliers de Savenay 1419-2019 Archéologie  Histoire et Mémoire d'un Patrimoine	groupe martin 2019 jean-yves ad'hoc	2019		Editions du Petit Pavé
  ARC00006988					Le Croisic patrimoine	de syndicat office tourisme d'initiative			
  ARC00006962					Le dernier vol des gigognes	de casiniere nicolas la	2019		
  ARC00006330					Le dessèchement des marais du Haut Brivet  1769-début du XIXe siècle 	alain gallice	2017		
  ARC00007030					Le destin de l'occident suivi de divers essais critiques	rene gillouin	1929		Editions Prométhée
  ARC00006360			978-2-7535-7599-8		Le développement du commerce colonial antillais à Nantes et le renouvellement de l'élite marchande urbaine au milieu du XVIIe siècle	tanguy marion	2019		Presses universitaires de Rennes
  ARC00006338			978-2-8186-1456-3		Le développement local par les politiques culturelles Dossier d'experts	ferre adrienne	2018		Territorial éditions
  FRBNF458022570000008			978-2-35723-150-4		Le discret langage du pouvoir les mentions de chancellerie du Moyen âge au XVIIe siècle	canteaut olivier	2019		Ecole nationale des Chartes
  ARC00006907					Le droit à l'oubli   vers un nouveau droit fondamental de l'invididu  	marie ranquet	2019		
  DOB00002377					Le florin de Florence	gildas salain	2019		
  ARC00006420			978-2-8240-0801-1		Le foyer breton Contes et récits populaires	souvestre emile	2018		Editions des régionalismes
  ARC00006887					Le Grand Café de la place Graslin	jean jouitteau	2019		
  ARC00006840					Le grand Nantes d'hier à aujourd'hui				
  ARC00006888					Le Grand Restaurant de la place Graslin	jean jouitteau	2019		
  ARC00006904					Le guide découverte  Laissez-vous conduire  Prenez le réseau Atlantic' Transport  Janvier 2002	loire-atlantique conseil general	2002		
  DOB00002359			9782369751144		Le Haut-Berry Aubigny  Mehun  Sancerre  Bourges	chen jean	2 182 018		Galerie Art-tension Bouinotte éditions
  ARC00006802					Le laraire sous l'église Saint-Pierre	kervarec michel	2019		
  DOB00002383			979-10-90853-13-3		Le Livre   la Mort XIVe-XVIIIe siècle	hans-collas queruel danielle fabienne ilona le bars	2019		Editions des Cendres Bibliothèque Mazarine Bibliothèque Sainte-Geneviève
  ARC00006528					Le livre de raison de Charles Morvan de Kerpondarme	reymond thierry	2019		
  DOB00002363					Le livre des fêtes françaises	mourey gabriel	1930		Librairie de France
  ARC00006834					Le livre d'images du ciel	daniel-j giraudon	2019		
  ARC00006981					Le loup et la Guerre de Vendée  1793 - années 1810  Mémoire de master en Histoire	libaud pierre	2018		
  ARC00006368			978-2-02-140395-4		Le Loup Une histoire culturelle	pastoureau michel	2016		Editions du Seuil
  ARC00007035					Le masque et l'encensoir  Introduction a une esthétique du théâtre  Préface de Maurice Brillant	maurice baty brillant gaston	1926		Libr  Bloud et Gay
  DOB00002390			9782330113339		Le Métal	direction sous d'hugues jacquet la	2018		Actes Sud
  DOB00002284			9782851011503		Le Métal art et techniques mise en forme  forgeage et soudage	jose ares antonio	2016		Vial
  ARC00007115					Le modèle noir De Guéricault à Matisse	musee d'orsay	2019		Flammarion
  ARC00006893					Le mosaïste Isidore Odorico fils  1893-1945 	kervarec michel	2019		
  DOB00002394			978-2-330-03925-7		Le Moyen Ege	vincent carpentier	2015		Actes Sud junior INRAP
  ARC00006929					Le musée au coeur du conflit entre la mémoire et l'histoire Le débat autour des salles sur l'esclavage du musée d'Aquitaine	francois hubert	2018		
  ARC00007062					Le musée de la Société archéologique de Nantes et la chapelle Saint-Thomas de la Collégiale  1845-1849 	gallice alain stephane haugommard	2019		
  ARC00007114					Le mythe national L'histoire de France revisitée	laurence de suzanne cock citron	2019		Les Editions de l'Atelier
  DOB00002388			978-2-330-09263-4		Le Néolithique	mehee loic	2018		Actes Sud junior INRAP
  DOB00002398					Le pardon un défi dans l'histoire actes du colloque qui s'est tenu à l'ICES en février 2015	d'etudes institut ices superieures catholique	2017		Centre Vendéen de Recherches Historiques
  ARC00006668					Le patrimoine fortifié maritime des Pays de la Loire	patrick jade	2019		
  ARC00006736					Le paysage portuaire de la Baie à la fin du Moyen Ege	sarrazin jean-luc	2019		
  ARC00006324			978-2-371-1-331822		Le Petit Ramoneur Une légende de Nantes	cheval fanny	2018		Beluga Coop Breizh
  ARC00006727					Le port de La Rochelle	sylvie reol	1978		 s n  
  ARC00007095					Le port du Pouliguen  Coeur d'un système agro-maritime	de les memoire association greniers la	2019		
  ARC00007075					Le Port-Launay   des hommes  un port  un fleuve Promenade historique et architecturale à Couëron	coueron			
  ARC00007116					Le pouvoir des contes	georges jean	1981		Casterman
  ARC00006507					Le programme iconographique des chapiteaux historiés romans de la collégiale Saint-Aubin de Guérande	alain gallice	2019		
  ARC00006738					Le projet de canal de Nantes à Pornic du marquis de Brie-Serrant  fin du XVIIIème siècle 	bernard michon	2019		
  ARC00007059					Le projet de Guillaume Belliard pour la chapelle de La Turmelière aux Jacobins de Nantes  Dessins inédits  1627 	jessy jouan	2019		
  ARC00006327			978-2-371-1-331853		Le Rat Marin Une légende de Nantes	cheval fanny	2018		Beluga Coop Breizh
  ARC00006905					Le réglement départemental d'aide sociale Mars 1999	loire-atlantique conseil general	1999		
  ARC00006766					Le retour de  La Princesse  Livret-souvenir 13 et 14 octobre 2018	le louis bail	2018		Batignolles-Retrouvailles
  ARC00006950					Le rÎle des femmes dans le commerce antillais du port de Nantes dans la seconde moitié du 17e siècle	tanguy marion	2018		Peter Lang
  ARC00006581					Le roman comique	paul scarron	1884		Librairie de la Bilbliothèque nationale
  ARC00006894					Le sculpteur Auguste Pichaud  Le tympan de l'église de Vertou	fertil jean-pierre	2019		
  DOB00002361					Le Second Empire  2 décembre 1851 - 4 septembre 1870  d'après des peintures  gravures  photographies  sculptures  dessins  médailles  autographes  objets du temps	armand dayot	1900		Ernest Flammarion
  ARC00006706					Le séquoïa de la rue de l'Enclos	pellerin le autrefois	2018		
  ARC00006326			978-2-371-1-331846		Le Serpent de Mer Une légende de Saint-Brévin-les-Pins	cheval fanny	2018		Beluga Coop Breizh
  FRBNF454340500000005			978-2-07-274813-4		Le soldat XXe-XXIe siècle	francois rioux lecointre jean-pierre	2017		Gallimard
  ARC00006364			978-2-371-481-640		Le système d'inspection du travail en France Missions  organisation et prérogatives	ramackers avignon terrier helene paul jean-pierre	2018		Editions Liaisons
  ARC00006838					Le tombeau de François II  Duc de Bretagne à Nantes	boisrouvray du xavier			
  ARC00006650					Le trafic du port de Nantes avec les  Isles de l'Amérique et coste de Saint-Domingue  au XIIe siècle   essai de quantification et approche comparative	tanguy marion	2019		
  ARC00006543					Le traité d'Ancenis  1468 		2018	n° 33	
  ARC00006634					Le travail d'illustration en marge des actes notariés	clavel jean-pierre	2019		
  FRBNF456085710000005			978-2-200-62105-6		Le travail sur archives guide pratique	mandret-degeilh jonathan antoine barbier	2018		Armand Colin
  ARC00006425			978-2-262-07019-9		Le Tribunal révolutionnaire Punir les ennemis du peuple	boulant antoine	2018		Editions Perrin
  ARC00006868					Le voyage de Jean de Montfort à Limoges en 1341	yves coativy	2019		
  FRBNF456997670000000			978-2-84016-314-5		Le web français de la Grande Guerre réseaux amateurs et institutionnels	maurel lionel valerie beaudouin chevalier philippe	2019		
  DOB00002362					Le XIXème Siècle	de et girard bibliothecaire nationale moncel a administrateur sainte-genevieve bibliotheque henri par la	1930		
  DOB00002364					Le XVème siècle	barthou louis	1929		
  DOB00002354					Le XVIIème siècle	pierre mornand			
  ARC00007074					L'école buissonière Promenade à la découverte des écoles publiques de Couëron	coueron			
  DOB00002340			978-2-7572-1382-7		L'Ecole de Nancy  Art nouveau et industrie d'art	bonnefont jean-claude	2018		Somogy Editions d'Art Musée de l'Ecole de Nancy
  FRBNF456134600000007			978-2-13-079480-6		L'école des années noires une histoire du primaire en temps de guerre  entre Vichy et République  1938-1948	matthieu devigne	2018		
  ARC00006852					L'économie de la France de l'ouest La documentation photographique	de france direction francaise documentation la	1954		Editions de la présidence du conseil
  ARC00006911					L'Eglise et la Grande Guerre	chaline nadine-josette	2016		
  DOB00002274					L'Ensemble Renaissance du château de Châteaubriant	ponchet olga	2008		
  FRBNF456487290000007			978-2-84497-442-6		L'entreprise Lang une histoire de convictions	noel guetny	2018		Liv'Editions
  FRBNF457108940000006			978-2-919339-59-4		Les 27 Fusillés de la Bouvardière	dominique etienne bloyet gasche	2019		
  ARC00007055					Les abbayes de Blanche-Couronne et de Villeneuve et la gestion de leur temporel rural à la fin du Moyen Ege  XIVè-XVè siècles 	brice rabot	2019		
  DOB00002333					Les adieux à l'Impératrice	de et musee alain des bois vial pougetoux charles-eloi chateaux preau national malmaison	2014		Musée national des châteaux de Malmaison et Bois-Préau
  DOB00002297			9782377010301		Les Amis des monnaies la sociabilité savante des collectionneurs et numismates chinois de la fin des Qing	lyce jankowski	2018		Maisonneuve   Larose
  ARC00006637					Les anciens moulins de la Loire à Nantes	arnaud biette	2018		
  DOB00002285					Les Anneau et les bagues du XIV ème siècle au XVIIème siècle de la production à l'étude archéologique	emma dubroca	2018		
  ARC00006341			978-2-900175-08-8		Les archives   c'est simple   Guide d'archivage pour les écoles et les établissements scolaires	des archivistes francais association	2018		Association des archivistes français
  ARC00006821					Les archives des chemins de fer	jerime malhache	2019		
  ARC00006641					Les archives judiciaires	pascal vidal	2019		
  ARC00006343					Les aviateurs nantais de la Grande Guerre		2018		
  ARC00006643					Les bals populaires	sauvaget daniel	2017		
  ARC00006428			978-2-10-077924-6		Les blockchains en 50 questions Comprendre le fonctionnement et les enjeux de cette technologie innovante	ariane dumas lafourcade pascal jean-guillaume tichit sebastien varrette	2018		Dunod
  ARC00007100					Les Boscéens dans la Grande Guerre 1914-1918 Livret de l'exposition présentée du 11 au 24 novembre 2018	bouaye histoire	2018		
  ARC00006432			978-2-36785-00-4		Les Bretons et Louis XIV	barzic jean-yves	2018		Yoran Embanner
  ARC00006762					Les campagnes de l'arrière-pays pornicais aux XIVème et XVème siècle	brice rabot	2019		
  ARC00007108					Les Capitaines de Paimboeuf au temps du commerce avec les îles à sucre 1776-1826	bruno comps anne caillaud	2019		
  ARC00006677					Les chants de marins en Pays de la loire	colleu michel	2019		
  DOB00002367					Les collections Aristophil Ecrits du Moyen-Age et de la Renaissance vente  Paris  Drouot-Richelieu  salle 9  16 juin 2018	ariane jacques adeline benelli thierry claude aguttes bodin	2018	2	Aguttes
  ARC00006402			978-2-908327-96-0		Les comités de surveillance de Loire-Inférieure en guerre civile  1793-1794 	bruno herve	2017		Société des Etudes Robespierristes
  ARC00006896					Les costumes populaires d'autrefois	kervarec michel	2019		
  ARC00006540					Les croix  juliennes  en pays d'Ancenis	marche veronique	2018	n° 33	
  ARC00006486					Les Décades de Tite Live De la traduction de P  du Ryer de l'académie Françoise	pierre du ryer tite-live	1722		André de Hoogenhuysen
  ARC00006485					Les Décades de Tite Live De la traduction de P  du Ryer de l'académie Françoise	pierre du ryer tite-live	1722		André de Hoogenhuysen
  ARC00006484					Les Décades de Tite Live De la traduction de P  du Ryer de l'académie Françoise	pierre du ryer tite-live	1722		André de Hoogenhuysen
  ARC00006483					Les Décades de Tite Live De la traduction de P  du Ryer de l'académie Françoise	pierre du ryer tite-live	1722		André de Hoogenhuysen
  ARC00006479					Les Décades de Tite Live De la traduction de P  du Ryer de l'académie Françoise	pierre du ryer tite-live	1722		André de Hoogenhuysen
  DOB00002369					Les Deniers carolingiens	gildas salain	2019		
  DOB00002314			978-2-213-67757-6		Les dix millénaires oubliés qui ont fait l'histoire quand on inventa l'agriculture  la guerre et les chefs	jean-paul demoule	2017		Fayard
  FRBNF314195460000007					Les Douze Césars  Traduit du latin de Suétone  avec des notes et des réflexions  par M  de La Harpe	suetone	1805		G  Warée
  ARC00006867					Les ducs de Bretagne  vicomtes de Limoges Transferts  installations et adaptations d'une famille bretonne  1275-1315 	jeanneau cedric	2019		
  ARC00006952					Les écoles et l'enseignement des berneriens	de et defense cite richesses bernerie la naturelles patrimoniales	2019		 s n  
  ARC00006808					Les écrivains et Rezé aux XIXe et XXe siècles  première partie 	vince yann	2019		
  ARC00006640					Les enfants naturels	pascal vidal	2019		
  ARC00006398			979-10-90326-97-2		Les fantaisies de Marcel	lucas marcel	2018		Editions du Traict
  ARC00006325			978-2-371-1-331815		Les Fées Mainberthes Une légende de Couffé	cheval fanny	2018		Beluga Coop Breizh
  ARC00006366			978-2-7535-7455-7		Les femmes et la mer à l'époque moderne	philippe charpentier emmanuelle hrodej	2018		Presses universitaires de Rennes
  ARC00006400			978-2-7535-7455-7		Les femmes et leurs activités liées à la mer Réflexions à partir du littoral atlantique français à l'époque moderne	bernard nicole dufournaud michon	2018		Presses universitaires de Rennes
  ARC00006667					Les feux de la mer Phares et balises en Atlantique	martine acerra	2019		
  ARC00006921					Les Forces françaises de l'Ouest Forces françaises oubliées   1944-1945	weiss stephane	2019		Les Indes Savantes
  ARC00007117					Les Français de la Belle Epoque	prost antoine	2019		Gallimard
  ARC00006371			979-2-1093508429		Les Fronts de l' Arrière L'estuaire de la Loire en état de guerre  1914-1918 	veronique mathot	2018		Graphicom
  DOB00002395			978-2-330-05763-3		Les Gaulois	maguer patrick puech marion	2016		Actes Sud junior INRAP
  ARC00006624					Les gens de couleur de l'océan Indien en France à la veille de la Révolution	noel eric	2019		
  ARC00006533					Les germandrées	joseph rousse	1912		Imprimerie E Benderitter
  ARC00006441					Les grandes figures dongeoises	jean auzuret	2019		
  ARC00006469					Les grands aspects du paysages français	louis bertrand	1928		A  Delpeuch
  DOB00002269			9782204126557		Les Héros de la Vendée	jean-joel bregeon	2019		Editions du Cerf
  FRBNF37718956000000X			2-9516760-0-X		Les Jordy de Cabanac gentilshommes en Languedoc  à Paris  en Bourgogne et en Nouvelle-France	de miren fitte soucy louis	2001		L  de Fitte de Soucy
  ARC00006550					Les journées du livre  Aux quatre coins de chez nous				
  ARC00006664					Les madeleines de Nantes	alain croix patrick guitton veronique jean	2019		
  ARC00006967					Les maires de Saint-Nazaire Deuxième partie 1848-1884	pauvert patrick	2019		
  ARC00006437					Les maires de Saint-Nazaire Première partie 1790-1848	pauvert patrick	2019		
  ARC00006336					Les Malouins dans la Grande Guerre	de le saint association malo pas l'	2017		Le Pas de Saint Malo
  ARC00006785					Les Marais de l'Erdre  Passage des hydrophytes aux aérophytes dans les marais de Logné-Launay  Sucé  L Inf  Mémoire présenté à la faculté des sciences de l'université de Rennes pour l'obtention du diplô‌me d'études supérieures	odette meheust	1946		
  ARC00006784					Les Marais de l'Erdre  Passage des hydrophytes aux aérophytes dans les marais de Logné-Launay  Sucé  L Inf  Mémoire présenté à la faculté des sciences de l'université de Rennes pour l'obtention du diplô‌me d'études supérieures	odette meheust	1946		
  DOB00002256					Les Médailles de l'expédition de Lapérouse	gildas salain	2019		
  FRBNF456940010000008			978-2-919295-27-2		Les membres du personnel du Crédit Lyonnais victimes du conflit 1914-1918	de direction pailleux mireille sous la	2019		Cercle de généalogie et d'histoire
  DOB00002275					Les Monnaies d'or de Philippe de Valois  outils de propagande au début de la guerre de Cent Ans	gildas salain	2019		
  ARC00007056					Les Montauban du Goust en pays nantais   évolution d'une famille de moyenne noblesse aux XVe et XVIe siècles	sita andre	2019		
  ARC00006898					Les mortiers	janine helene haudebourg delumeau	2019		
  ARC00006823					Les moulins à papiers et papeteries en Bretagne du XVe siècle à nos jours	jean caroff	2019		
  ARC00006934					Les Noirs en France du 18ème siècle à nos jours	ndiaye macodou alexis florence	2019		Pan-Africaine Revue de l'Innovation  Paari 
  FRBNF457681540000007			978-2-35077-346-9		Les noms de famille en 100 clins d'oeil	mergnac mathilde marie-odile morin	2019		Archives   Culture
  ARC00006908			978-2-7355-0905-8		Les Noms de lieux et des personnes en France  Guide bibliographique	sebastien pierre-henri billy nadiras	2019		CTHS
  ARC00006628					Les omnibus Nantais	rumin marcel	2019		
  ARC00006681					Les paquebots   une histoire de ligne	sylvain venayre	2019		
  FRBNF354283970000001					Les politiques agraires	rolande gadille	1972		Presses universitaires de France
  ARC00006858					Les réfugiés en Maine-et-Loire durant la Première Guerre mondiale	universite angevine culturels groupe historique recherche temps libre-echanges angevins du	2018		La Botellerie Editions
  DOB00002334			978-2-36441-317-7		Les restes humains dans les collections publiques vade-mecum	van praet michel	2019		OCIM
  ARC00006571					Les Rois	jules lemaitre			Nelson
  ARC00006718					Les rues de Nantes   Rue et Quai de la Piperie	hervy jean-luc	2019		
  ARC00007089					Les salines du Pouliguen  Construction  remembrement et disparition	de les memoire association gildas buron greniers la	2019		
  ARC00006877					Les seigneuries de Limoges  Richemont et Montfort-l'Amaury dans les chroniques bretonnes de la fin du Moyen Ege	le sophie goff	2019		
  ARC00006670					Les sept vies d'un grand port maritime	dossal philippe	2019		
  DOB00002276			978-2-11-138163-6		Les Sites patrimoniaux exceptionnels une ressource pour les territoires	navarre pierre-antoine francoise talandier r landel magali	2019		Plan Urbanisme Construction Architecture
  FRBNF456511760000006			978-2-7373-7859-1		Les soldats de la Grande guerre armes  uniformes  matériels	bourlet michael	2018		
  ARC00006627					Les sources de la traite et du commerce atlantique colonial		2019		
  ARC00006480					Les supplémens de J  Freinshemius sur la seconde décade de Tite Live De la traduction de P  du Ryer de l'académie Françoise	pierre du ryer tite-live	1722		André de Hoogenhuysen
  ARC00006697					Les surnoms du Bourg-de-Batz	gildas buron	2015		
  DOB00002381					Les terres cuites architecturales en France du Moyen-Ege à l  8217 époque contemporaine   recherches sur les tuileries et les productions tuilières	thuillier freddy	2019		Editions Monique Mergoil
  ARC00006891					Les tonneliers de la Morlachère	patrick ameline	2019		
  ARC00006361			978-2-7535-7599-8		Les travailleurs du coton à Nantes L'industrialisation d'une ville atlantique 1760-1840	samuel guicheteau	2019		Presses universitaires de Rennes
  DOB00002368					Les Trésors de Loire-Atlantique s'exposent à Châteaubriant	gildas salain	2019		
  DOB00002378			978-2-7654-1517-6		Les ventes publiques d'estampes à Paris sous la Troisième République répertoire des catalogues 1870-1914	pierre juhel	2016		Editions du Cercle de la Librairie
  ARC00006357			978-2-7535-7599-8		Les villes atlantiques européennes Une comparaison entre l' Espagne et la France  1650-1850 	guy saupin	2019		Presses universitaires de Rennes
  DOB00002289					Les Youtubeurs de l'art une poignée de vidéastes désacralisent l'art dans de courtes vidéos pédagogiques à l'usage des internautes  un phénomène en devenir  	camille larbey	2018		
  ARC00006752					Les zones humides entre Loire et Vilaine  1770-début du XXIème siècle    disparition  évolution  maintien et patrimonialisation	gildas buron gallice alain	2019		
  FRBNF319033390000004					L'Esprit positif et scientifique dans Montaigne  par le Docteur Cancalon	a cancalon -auguste	1911		Editions d'art Edouard Pelletan Helleu et Sergent
  ARC00006995					L'estuaire de la Loire  décarboné ou carbonisé   Une transition énergitique pas vraiment engagée	audic philippe	2019		
  ARC00006890					L'étang de Chasserat	kervarec michel	2019		
  FRBNF455901580000005			978-2-246-86299-4		L'Etat contre les Juifs Vichy  les nazis et la persécution antisémite  1940-1944	joly laurent	2018		
  ARC00006323					L'étranger en Bretagne 1364-1514	laurence moal	2007		Université de Bretagne occidentale
  ARC00006322					L'étranger en Bretagne aux XIVe et XVe siècles  Présence  attitudes  perceptions  Appendices  Pièces justificatives  Bibliographie	laurence moal	2007		Université de Bretagne occidentale
  ARC00006755					Lettre aux amis de Guérande				
  ARC00006687					Lettres  sciences et arts  Une section hétérogène		2019		
  ARC00007021					Lettres de combat	ferdinand brunetiere	1912		Librairie Académique Perrin et Cie
  ARC00006937					Lettres de Guerre  Eugène Blineau	jean-paul hervy	2019	Tome n°3	Graphicom
  ARC00006936					Lettres de Guerre  Eugène Blineau	jean-paul hervy	2019	Tome n°2	Graphicom
  ARC00006935					Lettres de Guerre  Eugène Blineau	jean-paul hervy	2019	Tome n°1	Graphicom
  ARC00006424			978-2-07-041786-5		Lettres de guerre 1914-1918	vache jacques	2018		Editions Gallimard
  ARC00006370			978-2-7433-0482-9		Lexique des règles typographiques en usage à l'imprimerie nationale		2002		Imprimerie Nationale
  ARC00006711					L'Hermione  de l'Amérique au Château de Nantes	abed loic	2019		
  ARC00006925					L'histoire et la mémoire de l'esclavage aux Pays-Bas	cornelis emmer pieter	2018		
  ARC00006912					L'histoire religieuse de la France durant la Grande Guerre  Un état des recherches	boniface xavier	2016		
  ARC00007106					L'illustration des contes		2012		Qui Quand Quoi éditions
  ARC00006618					L'immigration oubliée des Belges en France XIXème-XXème siècles	jean-pierre popelier	2019		Archives   Culture
  ARC00006856					Lire Georges Courtois  une attention à la marge	artieres philippe	2019		
  ARC00006623					Little America Saint-Nazaire 1917-1919	de saint-nazaire ecomusee			
	frbnf406673830000003				Lituanie	ministere france etrangeres direction des division geographique affaires rep new archives b			Ministère des affaires étrangères
